known_status,reaction_id,mcid,pdg_identifier,title,reactant_names_aaa,product_names_aaa,reactant_electrinos,product_electrinos,electrino_delta,reactant_positrinos,product_positrinos,positrino_delta
u,b_minus_s041_73,-521,S041.73/2025,B- decay mode 530,au.d3,d.au.u.au.d.ad.u.au.d.ad,67,63,4,61,57,4
u,b_minus_s041_744,-521,S041.744/2025,B- decay mode 565,au.d3,aP.P.d.au.u.au.d.ad,79,75,4,73,69,4
u,b_minus_s041_75,-521,S041.75/2025,B- decay mode 535,au.d3,d.au.u.ad.d.au.u.au.d.ad,67,63,4,61,57,4
u,b_minus_s041_808,-521,S041.808/2025,B- decay mode 570,au.d3,aP.N.u.au.d.ad,67,63,4,61,57,4
u,b_minus_s041_81,-521,S041.81/2025,B- decay mode 550,au.d3,d.au.d.au.d.au.u.ad.u.ad,67,63,4,61,57,4
u,b_minus_s041_83,-521,S041.83/2025,B- decay mode 555,au.d3,d.au.d.au.d.au.u.ad.u.ad.u.au.d.ad,91,87,4,85,81,4
u,b_minus_s041_85,-521,S041.85/2025,B- decay mode 631,au.d3,d.au.e.ae,31,27,4,25,21,4
u,b_minus_s041_91,-521,S041.91/2025,B- decay mode 673,au.d3,u.ad.e.e,31,27,4,25,21,4
u,bbar0_s042_137,-511,S042.137/2025,Bbar0 decay mode 424,ad.d3,u.au.d.ad.u.au.d.ad,52,48,4,52,48,4
u,bbar0_s042_141,-511,S042.141/2025,Bbar0 decay mode 546,ad.d3,hp.hp,16,12,4,16,12,4
u,bbar0_s042_255,-511,S042.255/2025,Bbar0 decay mode 370,ad.d3,d.ad2.ad.d2.d.ad2.ad.d2.d.ad2.ad.d2,70,66,4,70,66,4
u,bbar0_s042_29,-511,S042.29/2025,Bbar0 decay mode 475,ad.d3,P.aP,40,36,4,40,36,4
u,bbar0_s042_32,-511,S042.32/2025,Bbar0 decay mode 476,ad.d3,P.aP.u.ad.d.au,64,60,4,64,60,4
u,bbar0_s042_339,-511,S042.339/2025,Bbar0 decay mode 375,ad.d3,d.ad2.ad.d2.d.ad2.ad.d2.d.ad2.ad.d2,70,66,4,70,66,4
u,bbar0_s042_380,-511,S042.380/2025,Bbar0 decay mode 556,ad.d3,u.au.d.ad.ae.e,40,36,4,40,36,4
u,bbar0_s042_404,-511,S042.404/2025,Bbar0 decay mode 548,ad.d3,ae.e.hp,22,18,4,22,18,4
u,bbar0_s042_459,-511,S042.459/2025,Bbar0 decay mode 361,ad.d3,d.ad2.ad.d2.d.ad2.ad.d2.u.au.d.ad.d2.ad2,82,78,4,82,78,4
u,bbar0_s042_5,-511,S042.5/2025,Bbar0 decay mode 423,ad.d3,u.ad.d.au,28,24,4,28,24,4
u,bbar0_s042_53,-511,S042.53/2025,Bbar0 decay mode 449,ad.d3,u.ad.d.au.u.au.d.ad,52,48,4,52,48,4
u,bbar0_s042_55,-511,S042.55/2025,Bbar0 decay mode 452,ad.d3,u.ad.d.au.u.ad.d.au,52,48,4,52,48,4
u,bbar0_s042_56,-511,S042.56/2025,Bbar0 decay mode 461,ad.d3,u.ad.d.au.u.au.d.ad.u.au.d.ad,76,72,4,76,72,4
u,bbar0_s042_573,-511,S042.573/2025,Bbar0 decay mode 485,ad.d3,P.aP.P.aP,76,72,4,76,72,4
u,bbar0_s042_594,-511,S042.594/2025,Bbar0 decay mode 484,ad.d3,P.aP.u.au.d.ad,64,60,4,64,60,4
u,bbar0_s042_6,-511,S042.6/2025,Bbar0 decay mode 547,ad.d3,ae.e,16,12,4,16,12,4
u,bbar0_s042_61,-511,S042.61/2025,Bbar0 decay mode 465,ad.d3,u.ad.u.ad.d.au.d.au.u.au.d.ad,76,72,4,76,72,4
u,bbar0_s042_64,-511,S042.64/2025,Bbar0 decay mode 472,ad.d3,u.ad.u.ad.u.ad.d.au.d.au.d.au,76,72,4,76,72,4
u,bbar0_s042_65,-511,S042.65/2025,Bbar0 decay mode 474,ad.d3,u.au.d.ad.u.ad.u.ad.u.ad.d.au.d.au.d.au,100,96,4,100,96,4
u,tau_plus_s035_104,-15,S035.104/2025,tau+ decay mode 244,ae3,P.hp,25,21,4,31,27,4
u,tau_plus_s035_105,-15,S035.105/2025,tau+ decay mode 245,ae3,P.u.au.d.ad,43,39,4,49,45,4
u,tau_plus_s035_224,-15,S035.224/2025,tau+ decay mode 232,ae3,ae.u.au.d.ad.u.au.d.ad,55,51,4,61,57,4
u,tau_plus_s035_268,-15,S035.268/2025,tau+ decay mode 246,ae3,P.u.au.d.ad.u.au.d.ad,67,63,4,73,69,4
u,tau_plus_s035_311,-15,S035.311/2025,tau+ decay mode 158,ae3,u.au.d.ad.d2.ad2.u.ad2.ad.d2.av3,61,57,4,67,63,4
u,tau_plus_s035_32,-15,S035.32/2025,tau+ decay mode 186,ae3,ae.hp,13,9,4,19,15,4
u,tau_plus_s035_351,-15,S035.351/2025,tau+ decay mode 238,ae3,aP.ae.ae,31,27,4,37,33,4
u,tau_plus_s035_352,-15,S035.352/2025,tau+ decay mode 239,ae3,P.e.ae,31,27,4,37,33,4
u,tau_plus_s035_355,-15,S035.355/2025,tau+ decay mode 187,ae3,ae.hp.hp,19,15,4,25,21,4
u,tau_plus_s035_38,-15,S035.38/2025,tau+ decay mode 210,ae3,ae.e.ae,19,15,4,25,21,4
u,tau_plus_s035_40,-15,S035.40/2025,tau+ decay mode 190,ae3,ae.u.au.d.ad,31,27,4,37,33,4
u,tau_plus_s035_45,-15,S035.45/2025,tau+ decay mode 216,ae3,ae.d.au.u.ad,31,27,4,37,33,4
u,tau_plus_s035_46,-15,S035.46/2025,tau+ decay mode 217,ae3,e.u.ad.u.ad,31,27,4,37,33,4
u,tau_plus_s035_69,-15,S035.69/2025,tau+ decay mode 163,ae3,u.au.d.ad.d2.ad2.u.au.d.ad.d2.ad2.u.ad.av3,85,81,4,91,87,4
u,tau_plus_s035_70,-15,S035.70/2025,tau+ decay mode 164,ae3,u.au.d.ad.d2.ad2.u.au.d.ad.d2.ad2.u.ad.u.au.d.ad.av3,109,105,4,115,111,4
u,phi_2170_0_m103_1,0,M103.1/2025,phi(2170)0 decay mode 1,d2.ad2,ae.e,16,12,4,16,12,4
u,phi_2170_minus_m103_1,0,M103.1/2025,phi(2170)- decay mode 1,d2.ad2,ae.e,16,12,4,16,12,4
u,phi_2170_plus_m103_1,0,M103.1/2025,phi(2170)+ decay mode 1,d2.ad2,ae.e,16,12,4,16,12,4
u,tau_minus_s035_104,15,S035.104/2025,tau- decay mode 244,e3,aP.hp,31,27,4,25,21,4
u,tau_minus_s035_105,15,S035.105/2025,tau- decay mode 245,e3,aP.u.au.d.ad,49,45,4,43,39,4
u,tau_minus_s035_214,15,S035.214/2025,tau- decay mode 48,e3,d.au.d.ad2.ad.d2.d.ad2.ad.d2.v3,67,63,4,61,57,4
u,tau_minus_s035_224,15,S035.224/2025,tau- decay mode 232,e3,e.u.au.d.ad.u.au.d.ad,61,57,4,55,51,4
u,tau_minus_s035_240,15,S035.240/2025,tau- decay mode 49,e3,d.au.d.ad2.ad.d2.d.ad2.ad.d2.v3,67,63,4,61,57,4
u,tau_minus_s035_241,15,S035.241/2025,tau- decay mode 52,e3,d.au.d.ad2.ad.d2.d.ad2.ad.d2.u.au.d.ad.v3,91,87,4,85,81,4
u,tau_minus_s035_242,15,S035.242/2025,tau- decay mode 56,e3,d.au.d.ad2.ad.d2.d.ad2.ad.d2.u.au.d.ad.v3,91,87,4,85,81,4
u,tau_minus_s035_268,15,S035.268/2025,tau- decay mode 246,e3,aP.u.au.d.ad.u.au.d.ad,73,69,4,67,63,4
u,tau_minus_s035_311,15,S035.311/2025,tau- decay mode 158,e3,u.au.d.ad.d2.ad2.au.d2.d.ad2.v3,67,63,4,61,57,4
u,tau_minus_s035_32,15,S035.32/2025,tau- decay mode 186,e3,e.hp,19,15,4,13,9,4
u,tau_minus_s035_342,15,S035.342/2025,tau- decay mode 50,e3,d.au.d.ad2.ad.d2.d.ad2.ad.d2.v3,67,63,4,61,57,4
u,tau_minus_s035_343,15,S035.343/2025,tau- decay mode 57,e3,d.au.d.ad2.ad.d2.d.ad2.ad.d2.u.au.d.ad.v3,91,87,4,85,81,4
u,tau_minus_s035_351,15,S035.351/2025,tau- decay mode 238,e3,P.e.e,37,33,4,31,27,4
u,tau_minus_s035_352,15,S035.352/2025,tau- decay mode 239,e3,aP.ae.e,37,33,4,31,27,4
u,tau_minus_s035_355,15,S035.355/2025,tau- decay mode 187,e3,e.hp.hp,25,21,4,19,15,4
u,tau_minus_s035_38,15,S035.38/2025,tau- decay mode 210,e3,e.ae.e,25,21,4,19,15,4
u,tau_minus_s035_40,15,S035.40/2025,tau- decay mode 190,e3,e.u.au.d.ad,37,33,4,31,27,4
u,tau_minus_s035_45,15,S035.45/2025,tau- decay mode 216,e3,e.u.ad.d.au,37,33,4,31,27,4
u,tau_minus_s035_46,15,S035.46/2025,tau- decay mode 217,e3,ae.d.au.d.au,37,33,4,31,27,4
u,tau_minus_s035_69,15,S035.69/2025,tau- decay mode 163,e3,u.au.d.ad.d2.ad2.u.au.d.ad.d2.ad2.d.au.v3,91,87,4,85,81,4
u,tau_minus_s035_70,15,S035.70/2025,tau- decay mode 164,e3,u.au.d.ad.d2.ad2.u.au.d.ad.d2.ad2.d.au.u.au.d.ad.v3,115,111,4,109,105,4
u,pi0_s009_13,111,S009.13/2025,pi0 decay mode 10,u.au.d.ad,v3.av3,24,20,4,24,20,4
u,eta_s014_1,221,S014.1/2025,eta decay mode 2,u.au.d.ad.d2.ad2,hp.hp,34,30,4,34,30,4
u,eta_s014_10,221,S014.10/2025,eta decay mode 22,u.au.d.ad.d2.ad2,u.ad.d.au.u.au.d.ad.hp,58,54,4,58,54,4
u,eta_s014_103,221,S014.103/2025,eta decay mode 27,u.au.d.ad.d2.ad2,u.au.d.ad.u.au.d.ad.hp,58,54,4,58,54,4
u,eta_s014_104,221,S014.104/2025,eta decay mode 24,u.au.d.ad.d2.ad2,u.au.d.ad.hp,34,30,4,34,30,4
u,eta_s014_105,221,S014.105/2025,eta decay mode 5,u.au.d.ad.d2.ad2,u.au.d.ad.u.au.d.ad.hp.hp,64,60,4,64,60,4
u,eta_s014_106,221,S014.106/2025,eta decay mode 28,u.au.d.ad.d2.ad2,u.au.d.ad.u.au.d.ad.u.au.d.ad.hp,82,78,4,82,78,4
u,eta_s014_11,221,S014.11/2025,eta decay mode 21,u.au.d.ad.d2.ad2,u.ad.d.au.hp.hp,40,36,4,40,36,4
u,eta_s014_15,221,S014.15/2025,eta decay mode 25,u.au.d.ad.d2.ad2,u.ad.d.au,34,30,4,34,30,4
u,eta_s014_16,221,S014.16/2025,eta decay mode 13,u.au.d.ad.d2.ad2,ae.e,34,30,4,34,30,4
u,eta_s014_18,221,S014.18/2025,eta decay mode 29,u.au.d.ad.d2.ad2,hp.hp.hp,34,30,4,34,30,4
u,eta_s014_2,221,S014.2/2025,eta decay mode 3,u.au.d.ad.d2.ad2,u.au.d.ad.u.au.d.ad.u.au.d.ad,76,72,4,76,72,4
u,eta_s014_21,221,S014.21/2025,eta decay mode 26,u.au.d.ad.d2.ad2,u.au.d.ad.u.au.d.ad,52,48,4,52,48,4
u,eta_s014_24,221,S014.24/2025,eta decay mode 30,u.au.d.ad.d2.ad2,u.au.d.ad.u.au.d.ad.u.au.d.ad.u.au.d.ad,100,96,4,100,96,4
u,eta_s014_25,221,S014.25/2025,eta decay mode 15,u.au.d.ad.d2.ad2,ae.ae.e.e,34,30,4,34,30,4
u,eta_s014_3,221,S014.3/2025,eta decay mode 9,u.au.d.ad.d2.ad2,u.ad.d.au.u.au.d.ad,52,48,4,52,48,4
u,eta_s014_4,221,S014.4/2025,eta decay mode 10,u.au.d.ad.d2.ad2,u.ad.d.au.hp,34,30,4,34,30,4
u,eta_s014_5,221,S014.5/2025,eta decay mode 31,u.au.d.ad.d2.ad2,u.au.d.ad.ae.e,40,36,4,40,36,4
u,eta_s014_7,221,S014.7/2025,eta decay mode 4,u.au.d.ad.d2.ad2,u.au.d.ad.hp.hp,40,36,4,40,36,4
u,eta_s014_8,221,S014.8/2025,eta decay mode 11,u.au.d.ad.d2.ad2,ae.e.hp,34,30,4,34,30,4
u,phi_1020_0_m004_14,333,M004.14/2025,phi(1020)0 decay mode 19,d2.ad2,u.ad.u.ad.d.au.d.au.u.au.d.ad,76,72,4,76,72,4
u,phi_1020_0_m004_15,333,M004.15/2025,phi(1020)0 decay mode 18,d2.ad2,u.ad.d.au.u.ad.d.au,52,48,4,52,48,4
u,phi_1020_0_m004_19,333,M004.19/2025,phi(1020)0 decay mode 17,d2.ad2,u.au.d.ad.u.au.d.ad.hp,58,54,4,58,54,4
u,phi_1020_0_m004_21,333,M004.21/2025,phi(1020)0 decay mode 20,d2.ad2,u.au.d.ad.ae.e,40,36,4,40,36,4
u,phi_1020_0_m004_3,333,M004.3/2025,phi(1020)0 decay mode 4,d2.ad2,u.ad.d.au.u.au.d.ad,52,48,4,52,48,4
u,phi_1020_0_m004_5,333,M004.5/2025,phi(1020)0 decay mode 8,d2.ad2,ae.e,16,12,4,16,12,4
u,phi_1020_0_m004_7,333,M004.7/2025,phi(1020)0 decay mode 6,d2.ad2,u.au.d.ad.hp,34,30,4,34,30,4
u,phi_1020_0_m004_8,333,M004.8/2025,phi(1020)0 decay mode 11,d2.ad2,u.ad.d.au,28,24,4,28,24,4
u,phi_1020_0_m004_9,333,M004.9/2025,phi(1020)0 decay mode 15,d2.ad2,u.ad.d.au.hp,34,30,4,34,30,4
u,b0_s042_137,511,S042.137/2025,B0 decay mode 424,d.ad3,u.au.d.ad.u.au.d.ad,52,48,4,52,48,4
u,b0_s042_141,511,S042.141/2025,B0 decay mode 546,d.ad3,hp.hp,16,12,4,16,12,4
u,b0_s042_255,511,S042.255/2025,B0 decay mode 370,d.ad3,d.ad2.ad.d2.d.ad2.ad.d2.d.ad2.ad.d2,70,66,4,70,66,4
u,b0_s042_29,511,S042.29/2025,B0 decay mode 475,d.ad3,P.aP,40,36,4,40,36,4
u,b0_s042_32,511,S042.32/2025,B0 decay mode 476,d.ad3,P.aP.u.ad.d.au,64,60,4,64,60,4
u,b0_s042_339,511,S042.339/2025,B0 decay mode 375,d.ad3,d.ad2.ad.d2.d.ad2.ad.d2.d.ad2.ad.d2,70,66,4,70,66,4
u,b0_s042_380,511,S042.380/2025,B0 decay mode 556,d.ad3,u.au.d.ad.ae.e,40,36,4,40,36,4
u,b0_s042_404,511,S042.404/2025,B0 decay mode 548,d.ad3,ae.e.hp,22,18,4,22,18,4
u,b0_s042_459,511,S042.459/2025,B0 decay mode 361,d.ad3,d.ad2.ad.d2.d.ad2.ad.d2.u.au.d.ad.d2.ad2,82,78,4,82,78,4
u,b0_s042_5,511,S042.5/2025,B0 decay mode 423,d.ad3,u.ad.d.au,28,24,4,28,24,4
u,b0_s042_53,511,S042.53/2025,B0 decay mode 449,d.ad3,u.ad.d.au.u.au.d.ad,52,48,4,52,48,4
u,b0_s042_55,511,S042.55/2025,B0 decay mode 452,d.ad3,u.ad.d.au.u.ad.d.au,52,48,4,52,48,4
u,b0_s042_56,511,S042.56/2025,B0 decay mode 461,d.ad3,u.ad.d.au.u.au.d.ad.u.au.d.ad,76,72,4,76,72,4
u,b0_s042_573,511,S042.573/2025,B0 decay mode 485,d.ad3,P.aP.P.aP,76,72,4,76,72,4
u,b0_s042_594,511,S042.594/2025,B0 decay mode 484,d.ad3,P.aP.u.au.d.ad,64,60,4,64,60,4
u,b0_s042_6,511,S042.6/2025,B0 decay mode 547,d.ad3,ae.e,16,12,4,16,12,4
u,b0_s042_61,511,S042.61/2025,B0 decay mode 465,d.ad3,u.ad.u.ad.d.au.d.au.u.au.d.ad,76,72,4,76,72,4
u,b0_s042_64,511,S042.64/2025,B0 decay mode 472,d.ad3,u.ad.u.ad.u.ad.d.au.d.au.d.au,76,72,4,76,72,4
u,b0_s042_65,511,S042.65/2025,B0 decay mode 474,d.ad3,u.au.d.ad.u.ad.u.ad.u.ad.d.au.d.au.d.au,100,96,4,100,96,4
u,b_plus_s041_138,521,S041.138/2025,B+ decay mode 29,u.ad3,u.au.d.ad.ae.v,37,33,4,43,39,4
u,b_plus_s041_16,521,S041.16/2025,B+ decay mode 519,u.ad3,u.ad.u.au.d.ad,37,33,4,43,39,4
u,b_plus_s041_182,521,S041.182/2025,B+ decay mode 39,u.ad3,ae.v,13,9,4,19,15,4
u,b_plus_s041_21,521,S041.21/2025,B+ decay mode 563,u.ad3,P.aP.u.ad,49,45,4,55,51,4
u,b_plus_s041_22,521,S041.22/2025,B+ decay mode 566,u.ad3,P.aP.u.ad.u.ad.d.au,73,69,4,79,75,4
u,b_plus_s041_234,521,S041.234/2025,B+ decay mode 43,u.ad3,ae.v.hp,19,15,4,25,21,4
u,b_plus_s041_319,521,S041.319/2025,B+ decay mode 38,u.ad3,P.aP.ae.v,49,45,4,55,51,4
u,b_plus_s041_63,521,S041.63/2025,B+ decay mode 520,u.ad3,u.ad.u.ad.d.au,37,33,4,43,39,4
u,b_plus_s041_73,521,S041.73/2025,B+ decay mode 530,u.ad3,u.ad.u.au.d.ad.u.au.d.ad,61,57,4,67,63,4
u,b_plus_s041_744,521,S041.744/2025,B+ decay mode 565,u.ad3,P.aP.u.ad.u.au.d.ad,73,69,4,79,75,4
u,b_plus_s041_75,521,S041.75/2025,B+ decay mode 535,u.ad3,u.ad.d.au.u.ad.u.au.d.ad,61,57,4,67,63,4
u,b_plus_s041_808,521,S041.808/2025,B+ decay mode 570,u.ad3,P.aN.u.au.d.ad,61,57,4,67,63,4
u,b_plus_s041_81,521,S041.81/2025,B+ decay mode 550,u.ad3,u.ad.u.ad.u.ad.d.au.d.au,61,57,4,67,63,4
u,b_plus_s041_83,521,S041.83/2025,B+ decay mode 555,u.ad3,u.ad.u.ad.u.ad.d.au.d.au.u.au.d.ad,85,81,4,91,87,4
u,b_plus_s041_85,521,S041.85/2025,B+ decay mode 631,u.ad3,u.ad.ae.e,25,21,4,31,27,4
u,b_plus_s041_91,521,S041.91/2025,B+ decay mode 673,u.ad3,d.au.ae.ae,25,21,4,31,27,4
u,p_s016_192,2212,S016.192/2025,p decay mode 77,P,N.ae3.av3,27,23,4,33,29,4
u,phi_1680_0_m067_6,100333,M067.6/2025,phi(1680)0 decay mode 5,d2.ad2,ae.e,16,12,4,16,12,4
u,b_minus_s041_11,-521,S041.11/2025,B- decay mode 638,au.d3,au.d2.e.ae,31,26,5,25,20,5
u,b_minus_s041_223,-521,S041.223/2025,B- decay mode 388,au.d3,au.d2.u.au.d.ad,43,38,5,37,32,5
u,b_minus_s041_282,-521,S041.282/2025,B- decay mode 415,au.d3,au.d2.u.ad.d.au,43,38,5,37,32,5
u,b_minus_s041_283,-521,S041.283/2025,B- decay mode 430,au.d3,u.ad2.d.au.d.au,43,38,5,37,32,5
u,b_minus_s041_305,-521,S041.305/2025,B- decay mode 434,au.d3,ad.d2.d.au.u.au.d.ad,55,50,5,49,44,5
u,b_minus_s041_307,-521,S041.307/2025,B- decay mode 506,au.d3,au.d2.u.ad.d.au.hp,49,44,5,43,38,5
u,b_minus_s041_313,-521,S041.313/2025,B- decay mode 567,au.d3,aP.P.au.d2,55,50,5,49,44,5
u,b_minus_s041_474,-521,S041.474/2025,B- decay mode 510,au.d3,ad.d2.d.au.u.au.d.ad.hp,61,56,5,55,50,5
u,b_minus_s041_5,-521,S041.5/2025,B- decay mode 387,au.d3,ad.d2.d.au,31,26,5,25,20,5
u,b_minus_s041_584,-521,S041.584/2025,B- decay mode 428,au.d3,au.d2.u.au.d.ad.u.au.d.ad,67,62,5,61,56,5
u,b_minus_s041_86,-521,S041.86/2025,B- decay mode 652,au.d3,d.au.e.ae2,31,26,5,25,20,5
u,b_minus_s041_87,-521,S041.87/2025,B- decay mode 653,au.d3,d.au.ae.e2,31,26,5,25,20,5
u,b_minus_s041_92,-521,S041.92/2025,B- decay mode 675,au.d3,u.ad.e.e2,31,26,5,25,20,5
u,b_minus_s041_94,-521,S041.94/2025,B- decay mode 679,au.d3,u.ad2.e.e,31,26,5,25,20,5
u,bbar0_s042_10,-511,S042.10/2025,Bbar0 decay mode 288,ad.d3,u.ad2.d.au,28,23,5,28,23,5
u,bbar0_s042_143,-511,S042.143/2025,Bbar0 decay mode 338,ad.d3,u.ad2.d.au.u.ad.d.au,52,47,5,52,47,5
u,bbar0_s042_144,-511,S042.144/2025,Bbar0 decay mode 289,ad.d3,d.ad2.u.au.d.ad,40,35,5,40,35,5
u,bbar0_s042_18,-511,S042.18/2025,Bbar0 decay mode 567,ad.d3,d.ad2.ae.e,28,23,5,28,23,5
u,bbar0_s042_220,-511,S042.220/2025,Bbar0 decay mode 478,ad.d3,P.aP.d.ad2,52,47,5,52,47,5
u,bbar0_s042_229,-511,S042.229/2025,Bbar0 decay mode 312,ad.d3,u.ad2.d.au.u.au.d.ad,52,47,5,52,47,5
u,bbar0_s042_231,-511,S042.231/2025,Bbar0 decay mode 404,ad.d3,u.ad2.d.au.hp,34,29,5,34,29,5
u,bbar0_s042_310,-511,S042.310/2025,Bbar0 decay mode 409,ad.d3,d.ad2.u.ad.d.au.hp,46,41,5,46,41,5
u,bbar0_s042_376,-511,S042.376/2025,Bbar0 decay mode 410,ad.d3,u.ad2.d.au.u.au.d.ad.hp,58,53,5,58,53,5
u,bbar0_s042_571,-511,S042.571/2025,Bbar0 decay mode 477,ad.d3,P.aP.u.ad2.d.au,64,59,5,64,59,5
u,bbar0_s042_624,-511,S042.624/2025,Bbar0 decay mode 593,ad.d3,P.e2,28,23,5,28,23,5
u,bbar0_s042_80,-511,S042.80/2025,Bbar0 decay mode 322,ad.d3,d.ad2.u.ad.d.au,40,35,5,40,35,5
u,k_minus_s010_11,-321,S010.11/2025,K- decay mode 1,au.d2,e.av,20,15,5,14,9,5
u,k_minus_s010_118,-321,S010.118/2025,K- decay mode 29,au.d2,d.au.e.ae.hp,38,33,5,32,27,5
u,k_minus_s010_120,-321,S010.120/2025,K- decay mode 24,au.d2,d.au.u.au.d.ad.e.ae,56,51,5,50,45,5
u,k_minus_s010_121,-321,S010.121/2025,K- decay mode 53,au.d2,u.ad.u.au.d.ad.e.e,56,51,5,50,45,5
u,k_minus_s010_123,-321,S010.123/2025,K- decay mode 40,au.d2,d.au.e.ae.e.ae,44,39,5,38,33,5
u,k_minus_s010_14,-321,S010.14/2025,K- decay mode 26,au.d2,d.au.d.au.u.ad.hp,50,45,5,44,39,5
u,k_minus_s010_15,-321,S010.15/2025,K- decay mode 38,au.d2,d.au.e.ae,32,27,5,26,21,5
u,k_minus_s010_17,-321,S010.17/2025,K- decay mode 27,au.d2,d.au.hp.hp,32,27,5,26,21,5
u,k_minus_s010_18,-321,S010.18/2025,K- decay mode 18,au.d2,u.au.d.ad.e.av.hp,50,45,5,44,39,5
u,k_minus_s010_19,-321,S010.19/2025,K- decay mode 51,au.d2,u.ad.e.e,32,27,5,26,21,5
u,k_minus_s010_2,-321,S010.2/2025,K- decay mode 10,au.d2,d.au.u.au.d.ad,44,39,5,38,33,5
u,k_minus_s010_21,-321,S010.21/2025,K- decay mode 17,au.d2,e.av.hp,26,21,5,20,15,5
u,k_minus_s010_22,-321,S010.22/2025,K- decay mode 56,au.d2,d.au.hp,26,21,5,20,15,5
u,k_minus_s010_23,-321,S010.23/2025,K- decay mode 28,au.d2,d.au.hp.hp.hp,38,33,5,32,27,5
u,k_minus_s010_24,-321,S010.24/2025,K- decay mode 5,au.d2,u.au.d.ad.u.au.d.ad.e.av,68,63,5,62,57,5
u,k_minus_s010_3,-321,S010.3/2025,K- decay mode 12,au.d2,d.au.d.au.u.ad,44,39,5,38,33,5
u,k_minus_s010_32,-321,S010.32/2025,K- decay mode 32,au.d2,e.av.e.ae,32,27,5,26,21,5
u,k_minus_s010_36,-321,S010.36/2025,K- decay mode 55,au.d2,u.au.d.ad.e.v,44,39,5,38,33,5
u,k_minus_s010_37,-321,S010.37/2025,K- decay mode 25,au.d2,d.au.u.au.d.ad.u.au.d.ad.hp,74,69,5,68,63,5
u,k_minus_s010_4,-321,S010.4/2025,K- decay mode 11,au.d2,d.au.u.au.d.ad.u.au.d.ad,68,63,5,62,57,5
u,k_minus_s010_44,-321,S010.44/2025,K- decay mode 9,au.d2,u.au.d.ad.u.au.d.ad.u.au.d.ad.e.av,92,87,5,86,81,5
u,k_minus_s010_47,-321,S010.47/2025,K- decay mode 21,au.d2,u.au.d.ad.u.au.d.ad.e.av.hp,74,69,5,68,63,5
u,k_minus_s010_6,-321,S010.6/2025,K- decay mode 3,au.d2,u.au.d.ad.e.av,44,39,5,38,33,5
u,k_minus_s010_7,-321,S010.7/2025,K- decay mode 7,au.d2,d.au.u.ad.e.av,44,39,5,38,33,5
u,k_minus_s010_8,-321,S010.8/2025,K- decay mode 36,au.d2,d.au.d.au.ae.v,44,39,5,38,33,5
u,tau_plus_s035_225,-15,S035.225/2025,tau+ decay mode 233,ae3,ae2.u.au.d.ad.u.au.d.ad,55,50,5,61,56,5
u,tau_plus_s035_31,-15,S035.31/2025,tau+ decay mode 188,ae3,ae2.hp,13,8,5,19,14,5
u,tau_plus_s035_312,-15,S035.312/2025,tau+ decay mode 165,ae3,u.au.d.ad.d2.ad2.u.au.d.ad.d2.ad2.u.ad2.av3,85,80,5,91,86,5
u,tau_plus_s035_353,-15,S035.353/2025,tau+ decay mode 240,ae3,P.e.ae2,31,26,5,37,32,5
u,tau_plus_s035_354,-15,S035.354/2025,tau+ decay mode 241,ae3,P.ae.e2,31,26,5,37,32,5
u,tau_plus_s035_356,-15,S035.356/2025,tau+ decay mode 189,ae3,ae2.hp.hp,19,14,5,25,20,5
u,tau_plus_s035_37,-15,S035.37/2025,tau+ decay mode 213,ae3,ae2.e.ae,19,14,5,25,20,5
u,tau_plus_s035_39,-15,S035.39/2025,tau+ decay mode 191,ae3,ae2.u.au.d.ad,31,26,5,37,32,5
u,tau_plus_s035_47,-15,S035.47/2025,tau+ decay mode 218,ae3,ae2.d.au.u.ad,31,26,5,37,32,5
u,tau_plus_s035_48,-15,S035.48/2025,tau+ decay mode 219,ae3,e2.u.ad.u.ad,31,26,5,37,32,5
u,tau_plus_s035_49,-15,S035.49/2025,tau+ decay mode 220,ae3,ae.d.au.u.ad2,31,26,5,37,32,5
u,tau_plus_s035_50,-15,S035.50/2025,tau+ decay mode 222,ae3,e.u.ad.u.ad2,31,26,5,37,32,5
u,tau_plus_s035_56,-15,S035.56/2025,tau+ decay mode 214,ae3,e2.ae.ae,19,14,5,25,20,5
u,tau_plus_s035_77,-15,S035.77/2025,tau+ decay mode 221,ae3,ae.u.ad.au.d2,31,26,5,37,32,5
u,mu_plus_s004_4,-13,S004.4/2025,mu+ decay mode 5,ae2,ae.hp,14,9,5,20,15,5
u,mu_plus_s004_5,-13,S004.5/2025,mu+ decay mode 6,ae2,ae.e.ae,20,15,5,26,21,5
u,mu_plus_s004_6,-13,S004.6/2025,mu+ decay mode 7,ae2,ae.hp.hp,20,15,5,26,21,5
u,mu_minus_s004_5,13,S004.5/2025,mu- decay mode 6,e2,e.ae.e,26,21,5,20,15,5
u,mu_minus_s004_6,13,S004.6/2025,mu- decay mode 7,e2,e.hp.hp,26,21,5,20,15,5
u,tau_minus_s035_225,15,S035.225/2025,tau- decay mode 233,e3,e2.u.au.d.ad.u.au.d.ad,61,56,5,55,50,5
u,tau_minus_s035_31,15,S035.31/2025,tau- decay mode 188,e3,e2.hp,19,14,5,13,8,5
u,tau_minus_s035_312,15,S035.312/2025,tau- decay mode 165,e3,u.au.d.ad.d2.ad2.u.au.d.ad.d2.ad2.au.d2.v3,91,86,5,85,80,5
