known_status,reaction_id,mcid,pdg_identifier,title,reactant_names_aaa,product_names_aaa,reactant_electrinos,product_electrinos,electrino_delta,reactant_positrinos,product_positrinos,positrino_delta
u,tau_plus_s035_253,-15,S035.253/2025,tau+ decay mode 230,ae3,ae2.au.d2.u.ad2,25,24,1,31,30,1
u,tau_plus_s035_254,-15,S035.254/2025,tau+ decay mode 231,ae3,e2.u.ad2.u.ad2,25,24,1,31,30,1
u,tau_plus_s035_256,-15,S035.256/2025,tau+ decay mode 209,ae3,ae2.d2.ad2,13,12,1,19,18,1
u,tau_plus_s035_328,-15,S035.328/2025,tau+ decay mode 121,ae3,au.d2.u.ad.u.ad.u.ad.d.au.av3,61,60,1,67,66,1
u,tau_plus_s035_331,-15,S035.331/2025,tau+ decay mode 128,ae3,au.d2.u.ad.u.ad.u.ad.d.au.u.au.d.ad.av3,85,84,1,91,90,1
u,tau_plus_s035_35,-15,S035.35/2025,tau+ decay mode 215,ae3,ae2.e2.ae2,13,12,1,19,18,1
u,tau_plus_s035_7,-15,S035.7/2025,tau+ decay mode 10,ae3,u.ad2.av3,13,12,1,19,18,1
u,tau_minus_s035_114,15,S035.114/2025,tau- decay mode 195,e3,e2.u.au.d.ad.d2.ad2,43,42,1,37,36,1
u,tau_minus_s035_117,15,S035.117/2025,tau- decay mode 36,e3,d.au.ad.d2.v3,31,30,1,25,24,1
u,tau_minus_s035_118,15,S035.118/2025,tau- decay mode 41,e3,d.au.ad.d2.u.au.d.ad.v3,55,54,1,49,48,1
u,tau_minus_s035_182,15,S035.182/2025,tau- decay mode 16,e3,au.d2.u.au.d.ad.v3,43,42,1,37,36,1
u,tau_minus_s035_229,15,S035.229/2025,tau- decay mode 237,e3,e2.u.au.d.ad.u.au.d.ad.d2.ad2,67,66,1,61,60,1
u,tau_minus_s035_245,15,S035.245/2025,tau- decay mode 95,e3,au.d2.u.ad.d.au.v3,43,42,1,37,36,1
u,tau_minus_s035_246,15,S035.246/2025,tau- decay mode 99,e3,au.d2.u.ad.d.au.u.au.d.ad.v3,67,66,1,61,60,1
u,tau_minus_s035_253,15,S035.253/2025,tau- decay mode 230,e3,e2.u.ad2.au.d2,31,30,1,25,24,1
u,tau_minus_s035_254,15,S035.254/2025,tau- decay mode 231,e3,ae2.au.d2.au.d2,31,30,1,25,24,1
u,tau_minus_s035_256,15,S035.256/2025,tau- decay mode 209,e3,e2.d2.ad2,19,18,1,13,12,1
u,tau_minus_s035_328,15,S035.328/2025,tau- decay mode 121,e3,u.ad2.d.au.d.au.d.au.u.ad.v3,67,66,1,61,60,1
u,tau_minus_s035_331,15,S035.331/2025,tau- decay mode 128,e3,u.ad2.d.au.d.au.d.au.u.ad.u.au.d.ad.v3,91,90,1,85,84,1
u,tau_minus_s035_35,15,S035.35/2025,tau- decay mode 215,e3,e2.ae2.e2,19,18,1,13,12,1
u,tau_minus_s035_41,15,S035.41/2025,tau- decay mode 193,e3,e2.d.ad2.ad.d2,31,30,1,25,24,1
u,tau_minus_s035_7,15,S035.7/2025,tau- decay mode 10,e3,au.d2.v3,19,18,1,13,12,1
u,pi0_s009_14,111,S009.14/2025,pi0 decay mode 13,u.au.d.ad,ae2.e,24,23,1,24,23,1
u,pi0_s009_22,111,S009.22/2025,pi0 decay mode 14,u.au.d.ad,e2.ae,24,23,1,24,23,1
u,pi_plus_s008_7,211,S008.7/2025,pi+ decay mode 9,u.ad,ae2.av,9,8,1,15,14,1
u,pi_plus_s008_8,211,S008.8/2025,pi+ decay mode 10,u.ad,ae2.v,9,8,1,15,14,1
u,k_plus_s010_1,321,S010.1/2025,K+ decay mode 2,u.ad2,ae2.v2,8,7,1,14,13,1
u,k_plus_s010_10,321,S010.10/2025,K+ decay mode 37,u.ad2,u.ad.u.ad.e2.av2,32,31,1,38,37,1
u,k_plus_s010_12,321,S010.12/2025,K+ decay mode 13,u.ad2,ae2.v2.hp,14,13,1,20,19,1
u,k_plus_s010_124,321,S010.124/2025,K+ decay mode 6,u.ad2,u.au.d.ad.u.au.d.ad.ae2.v2,56,55,1,62,61,1
u,k_plus_s010_16,321,S010.16/2025,K+ decay mode 39,u.ad2,u.ad.ae2.e2,20,19,1,26,25,1
u,k_plus_s010_28,321,S010.28/2025,K+ decay mode 20,u.ad2,u.au.d.ad.ae2.v2.hp,38,37,1,44,43,1
u,k_plus_s010_30,321,S010.30/2025,K+ decay mode 33,u.ad2,ae2.v2.ae.e,20,19,1,26,25,1
u,k_plus_s010_46,321,S010.46/2025,K+ decay mode 52,u.ad2,d.au.ae2.ae2,20,19,1,26,25,1
u,k_plus_s010_48,321,S010.48/2025,K+ decay mode 34,u.ad2,ae.v.ae2.e2,20,19,1,26,25,1
u,k_plus_s010_5,321,S010.5/2025,K+ decay mode 4,u.ad2,u.au.d.ad.ae2.v2,32,31,1,38,37,1
u,k_plus_s010_9,321,S010.9/2025,K+ decay mode 8,u.ad2,u.ad.d.au.ae2.v2,32,31,1,38,37,1
u,b0_s042_13,511,S042.13/2025,B0 decay mode 364,d.ad3,d.ad2.d2.ad2,22,21,1,22,21,1
u,b0_s042_166,511,S042.166/2025,B0 decay mode 294,d.ad3,u.au.d.ad.d2.ad2.d.ad2,46,45,1,46,45,1
u,b0_s042_17,511,S042.17/2025,B0 decay mode 568,d.ad3,d.ad2.ae2.e2,22,21,1,22,21,1
u,b0_s042_283,511,S042.283/2025,B0 decay mode 403,d.ad3,d.ad2.d2.ad2.hp,28,27,1,28,27,1
u,b0_s042_309,511,S042.309/2025,B0 decay mode 401,d.ad3,u.au.d.ad.d2.ad2.d.ad2.hp,52,51,1,52,51,1
u,b0_s042_81,511,S042.81/2025,B0 decay mode 363,d.ad3,d.ad2.u.ad2.au.d2,34,33,1,34,33,1
u,b_plus_s041_10,521,S041.10/2025,B+ decay mode 639,u.ad3,u.ad2.ae2.e2,19,18,1,25,24,1
u,b_plus_s041_160,521,S041.160/2025,B+ decay mode 468,u.ad3,u.ad2.au.d2.u.ad2,31,30,1,37,36,1
u,b_plus_s041_245,521,S041.245/2025,B+ decay mode 393,u.ad3,u.au.d.ad.d2.ad2.u.ad2,43,42,1,49,48,1
u,b_plus_s041_347,521,S041.347/2025,B+ decay mode 505,u.ad3,d2.ad2.u.ad2.hp,25,24,1,31,30,1
u,b_plus_s041_403,521,S041.403/2025,B+ decay mode 503,u.ad3,u.au.d.ad.d2.ad2.u.ad2.hp,49,48,1,55,54,1
u,b_plus_s041_589,521,S041.589/2025,B+ decay mode 658,u.ad3,u.ad.ae2.e3,19,18,1,25,24,1
u,b_plus_s041_590,521,S041.590/2025,B+ decay mode 659,u.ad3,u.ad.e2.ae3,19,18,1,25,24,1
u,b_plus_s041_592,521,S041.592/2025,B+ decay mode 664,u.ad3,u.ad2.ae.e3,19,18,1,25,24,1
u,b_plus_s041_593,521,S041.593/2025,B+ decay mode 665,u.ad3,u.ad2.e.ae3,19,18,1,25,24,1
u,b_plus_s041_632,521,S041.632/2025,B+ decay mode 648,u.ad3,u.ad2.u.ad.d.au.ae2.e2,43,42,1,49,48,1
u,b_plus_s041_797,521,S041.797/2025,B+ decay mode 478,u.ad3,d.ad2.u.ad2.au.d2.u.ad,43,42,1,49,48,1
u,b_plus_s041_798,521,S041.798/2025,B+ decay mode 483,u.ad3,d.ad2.u.ad2.u.ad2.d.au,43,42,1,49,48,1
u,b_plus_s041_8,521,S041.8/2025,B+ decay mode 469,u.ad3,u.ad2.d2.ad2,19,18,1,25,24,1
u,b_plus_s041_96,521,S041.96/2025,B+ decay mode 680,u.ad3,au.d2.ae2.ae2,19,18,1,25,24,1
u,p_s016_196,2212,S016.196/2025,p decay mode 56,P,e2.ae.ae,15,14,1,21,20,1
u,p_s016_4,2212,S016.4/2025,p decay mode 43,P,ae2.hp,15,14,1,21,20,1
u,p_s016_41,2212,S016.41/2025,p decay mode 40,P,e.u.ad.u.ad2,27,26,1,33,32,1
u,p_s016_48,2212,S016.48/2025,p decay mode 26,P,ae2.u.ad.d.au,27,26,1,33,32,1
u,p_s016_49,2212,S016.49/2025,p decay mode 38,P,e2.u.ad.u.ad,27,26,1,33,32,1
u,p_s016_55,2212,S016.55/2025,p decay mode 55,P,ae2.ae.e,15,14,1,21,20,1
u,p_s016_59,2212,S016.59/2025,p decay mode 27,P,ae2.u.au.d.ad.u.au.d.ad,51,50,1,57,56,1
u,p_s016_7,2212,S016.7/2025,p decay mode 2,P,ae2.u.au.d.ad,27,26,1,33,32,1
u,p_s016_87,2212,S016.87/2025,p decay mode 84,P,ae2.hp,15,14,1,21,20,1
u,p_s016_88,2212,S016.88/2025,p decay mode 86,P,ae2.u.au.d.ad,27,26,1,33,32,1
u,p_s016_92,2212,S016.92/2025,p decay mode 94,P,ae2.hp.hp,15,14,1,21,20,1
u,pbar_s016_22,-2212,S016.22/2025,pbar decay mode 4,aP,e.u.au.d.ad.d2.ad2,45,43,2,39,37,2
u,pbar_s016_42,-2212,S016.42/2025,pbar decay mode 41,aP,ae2.d.au.au.d2,33,31,2,27,25,2
u,pbar_s016_45,-2212,S016.45/2025,pbar decay mode 50,aP,e.e2.ae2,21,19,2,15,13,2
u,pbar_s016_46,-2212,S016.46/2025,pbar decay mode 59,aP,ae.e2.e2,21,19,2,15,13,2
u,pbar_s016_83,-2212,S016.83/2025,pbar decay mode 87,aP,e.u.au.d.ad.d2.ad2,45,43,2,39,37,2
u,pbar_s016_84,-2212,S016.84/2025,pbar decay mode 89,aP,e.d.ad2.ad.d2,33,31,2,27,25,2
u,pbar_s016_85,-2212,S016.85/2025,pbar decay mode 91,aP,e.d.ad2.ad.d2,33,31,2,27,25,2
u,b_minus_s041_184,-521,S041.184/2025,B- decay mode 41,au.d3,e3.av3,13,11,2,7,5,2
u,b_minus_s041_595,-521,S041.595/2025,B- decay mode 667,au.d3,au.d2.e2.ae3,25,23,2,19,17,2
u,b_minus_s041_596,-521,S041.596/2025,B- decay mode 668,au.d3,au.d2.ae2.e3,25,23,2,19,17,2
u,b_minus_s041_729,-521,S041.729/2025,B- decay mode 45,au.d3,e2.ae2.e2.av2,25,23,2,19,17,2
u,bbar0_s042_139,-511,S042.139/2025,Bbar0 decay mode 426,ad.d3,u.au.d.ad.d2.ad2.u.au.d.ad.d2.ad2,70,68,2,70,68,2
u,bbar0_s042_147,-511,S042.147/2025,Bbar0 decay mode 446,ad.d3,d2.ad2.d2.ad2,22,20,2,22,20,2
u,bbar0_s042_179,-511,S042.179/2025,Bbar0 decay mode 440,ad.d3,d2.ad2.u.au.d.ad.d2.ad2,46,44,2,46,44,2
u,bbar0_s042_336,-511,S042.336/2025,Bbar0 decay mode 554,ad.d3,ae3.e3,10,8,2,10,8,2
u,bbar0_s042_458,-511,S042.458/2025,Bbar0 decay mode 360,ad.d3,d.ad2.ad.d2.d.ad2.ad.d2.u.au.d.ad,70,68,2,70,68,2
u,bbar0_s042_520,-511,S042.520/2025,Bbar0 decay mode 560,ad.d3,u.au.d.ad.d2.ad2.ae2.e2,46,44,2,46,44,2
u,bbar0_s042_521,-511,S042.521/2025,Bbar0 decay mode 551,ad.d3,ae2.e2.ae2.e2,22,20,2,22,20,2
u,bbar0_s042_548,-511,S042.548/2025,Bbar0 decay mode 25,ad.d3,d.au.ae3.v3,22,20,2,22,20,2
u,bbar0_s042_614,-511,S042.614/2025,Bbar0 decay mode 581,ad.d3,d2.ad2.ae2.e2,22,20,2,22,20,2
u,pi_minus_s008_1,-211,S008.1/2025,pi- decay mode 1,d.au,e2.av2,15,13,2,9,7,2
u,pi_minus_s008_3,-211,S008.3/2025,pi- decay mode 2,d.au,e2.av2.hp,21,19,2,15,13,2
u,tau_plus_s035_1,-15,S035.1/2025,tau+ decay mode 3,ae3,ae2.v2.av3,13,11,2,19,17,2
u,tau_plus_s035_119,-15,S035.119/2025,tau+ decay mode 43,ae3,u.ad2.ad.d2.u.au.d.ad.av3,49,47,2,55,53,2
u,tau_plus_s035_14,-15,S035.14/2025,tau+ decay mode 149,ae3,u.au.d.ad.d2.ad2.u.ad.av3,49,47,2,55,53,2
u,tau_plus_s035_141,-15,S035.141/2025,tau+ decay mode 47,ae3,u.ad.ad.d2.d.ad2.av3,37,35,2,43,41,2
u,tau_plus_s035_207,-15,S035.207/2025,tau+ decay mode 169,ae3,d2.ad2.u.ad.av3,25,23,2,31,29,2
u,tau_plus_s035_211,-15,S035.211/2025,tau+ decay mode 113,ae3,ae2.ae.e.v2.av3,25,23,2,31,29,2
u,tau_plus_s035_226,-15,S035.226/2025,tau+ decay mode 234,ae3,ae.u.au.d.ad.d2.ad2.u.au.d.ad.d2.ad2,73,71,2,79,77,2
u,tau_plus_s035_239,-15,S035.239/2025,tau+ decay mode 46,ae3,u.ad2.ad.d2.u.au.d.ad.u.au.d.ad.av3,73,71,2,79,77,2
u,tau_plus_s035_247,-15,S035.247/2025,tau+ decay mode 107,ae3,u.ad2.au.d2.u.ad.u.au.d.ad.av3,61,59,2,67,65,2
u,tau_plus_s035_278,-15,S035.278/2025,tau+ decay mode 51,ae3,u.ad.ad.d2.d.ad2.u.au.d.ad.av3,61,59,2,67,65,2
u,tau_plus_s035_329,-15,S035.329/2025,tau+ decay mode 122,ae3,au.d2.u.ad2.u.ad.u.ad.d.au.av3,61,59,2,67,65,2
u,tau_plus_s035_349,-15,S035.349/2025,tau+ decay mode 115,ae3,u.ad.ae2.e2.av3,25,23,2,31,29,2
u,tau_plus_s035_5,-15,S035.5/2025,tau+ decay mode 106,ae3,u.ad2.au.d2.u.ad.av3,37,35,2,43,41,2
u,tau_plus_s035_58,-15,S035.58/2025,tau+ decay mode 150,ae3,u.au.d.ad.d2.ad2.u.ad.u.au.d.ad.av3,73,71,2,79,77,2
u,tau_plus_s035_62,-15,S035.62/2025,tau+ decay mode 38,ae3,u.ad2.ad.d2.av3,25,23,2,31,29,2
u,tau_plus_s035_68,-15,S035.68/2025,tau+ decay mode 151,ae3,u.au.d.ad.d2.ad2.u.ad.u.au.d.ad.u.au.d.ad.av3,97,95,2,103,101,2
u,tau_plus_s035_76,-15,S035.76/2025,tau+ decay mode 4,ae3,ae2.v2.av3.hp,19,17,2,25,23,2
u,phi_2170_0_m103_17,0,M103.17/2025,phi(2170)0 decay mode 6,d2.ad2,d.ad2.ad.d2.d.ad2.ad.d2,46,44,2,46,44,2
u,phi_2170_minus_m103_17,0,M103.17/2025,phi(2170)- decay mode 6,d2.ad2,d.ad2.ad.d2.d.ad2.ad.d2,46,44,2,46,44,2
u,phi_2170_plus_m103_17,0,M103.17/2025,phi(2170)+ decay mode 6,d2.ad2,d.ad2.ad.d2.d.ad2.ad.d2,46,44,2,46,44,2
u,phi_2170_0_m103_5,0,M103.5/2025,phi(2170)0 decay mode 2,d2.ad2,d2.ad2.u.au.d.ad.d2.ad2,46,44,2,46,44,2
u,phi_2170_minus_m103_5,0,M103.5/2025,phi(2170)- decay mode 2,d2.ad2,d2.ad2.u.au.d.ad.d2.ad2,46,44,2,46,44,2
u,phi_2170_plus_m103_5,0,M103.5/2025,phi(2170)+ decay mode 2,d2.ad2,d2.ad2.u.au.d.ad.d2.ad2,46,44,2,46,44,2
u,tau_minus_s035_1,15,S035.1/2025,tau- decay mode 3,e3,e2.av2.v3,19,17,2,13,11,2
u,tau_minus_s035_119,15,S035.119/2025,tau- decay mode 43,e3,au.d2.d.ad2.u.au.d.ad.v3,55,53,2,49,47,2
u,tau_minus_s035_14,15,S035.14/2025,tau- decay mode 149,e3,u.au.d.ad.d2.ad2.d.au.v3,55,53,2,49,47,2
u,tau_minus_s035_141,15,S035.141/2025,tau- decay mode 47,e3,d.au.d.ad2.ad.d2.v3,43,41,2,37,35,2
u,tau_minus_s035_207,15,S035.207/2025,tau- decay mode 169,e3,d2.ad2.d.au.v3,31,29,2,25,23,2
u,tau_minus_s035_211,15,S035.211/2025,tau- decay mode 113,e3,e2.e.ae.av2.v3,31,29,2,25,23,2
u,tau_minus_s035_226,15,S035.226/2025,tau- decay mode 234,e3,e.u.au.d.ad.d2.ad2.u.au.d.ad.d2.ad2,79,77,2,73,71,2
u,tau_minus_s035_239,15,S035.239/2025,tau- decay mode 46,e3,au.d2.d.ad2.u.au.d.ad.u.au.d.ad.v3,79,77,2,73,71,2
u,tau_minus_s035_247,15,S035.247/2025,tau- decay mode 107,e3,au.d2.u.ad2.d.au.u.au.d.ad.v3,67,65,2,61,59,2
u,tau_minus_s035_278,15,S035.278/2025,tau- decay mode 51,e3,d.au.d.ad2.ad.d2.u.au.d.ad.v3,67,65,2,61,59,2
u,tau_minus_s035_288,15,S035.288/2025,tau- decay mode 223,e3,e.d.ad2.ad.d2.d.ad2.ad.d2,55,53,2,49,47,2
u,tau_minus_s035_329,15,S035.329/2025,tau- decay mode 122,e3,u.ad2.au.d2.d.au.d.au.u.ad.v3,67,65,2,61,59,2
u,tau_minus_s035_349,15,S035.349/2025,tau- decay mode 115,e3,d.au.e2.ae2.v3,31,29,2,25,23,2
u,tau_minus_s035_5,15,S035.5/2025,tau- decay mode 106,e3,au.d2.u.ad2.d.au.v3,43,41,2,37,35,2
u,tau_minus_s035_58,15,S035.58/2025,tau- decay mode 150,e3,u.au.d.ad.d2.ad2.d.au.u.au.d.ad.v3,79,77,2,73,71,2
u,tau_minus_s035_62,15,S035.62/2025,tau- decay mode 38,e3,au.d2.d.ad2.v3,31,29,2,25,23,2
u,tau_minus_s035_68,15,S035.68/2025,tau- decay mode 151,e3,u.au.d.ad.d2.ad2.d.au.u.au.d.ad.u.au.d.ad.v3,103,101,2,97,95,2
u,tau_minus_s035_76,15,S035.76/2025,tau- decay mode 4,e3,e2.av2.v3.hp,25,23,2,19,17,2
u,pi0_s009_12,111,S009.12/2025,pi0 decay mode 9,u.au.d.ad,v2.av2,24,22,2,24,22,2
u,pi_plus_s008_3,211,S008.3/2025,pi+ decay mode 2,u.ad,ae2.v2.hp,15,13,2,21,19,2
u,eta_s014_110,221,S014.110/2025,eta decay mode 18,u.au.d.ad.d2.ad2,ae2.ae2.e2.e2,34,32,2,34,32,2
u,phi_1020_0_m004_2,333,M004.2/2025,phi(1020)0 decay mode 2,d2.ad2,d.ad2.ad.d2.d.ad2.ad.d2,46,44,2,46,44,2
u,phi_1020_0_m004_26,333,M004.26/2025,phi(1020)0 decay mode 29,d2.ad2,u.au.d.ad.d2.ad2.ae2.e2,46,44,2,46,44,2
u,b0_s042_139,511,S042.139/2025,B0 decay mode 426,d.ad3,u.au.d.ad.d2.ad2.u.au.d.ad.d2.ad2,70,68,2,70,68,2
u,b0_s042_147,511,S042.147/2025,B0 decay mode 446,d.ad3,d2.ad2.d2.ad2,22,20,2,22,20,2
u,b0_s042_179,511,S042.179/2025,B0 decay mode 440,d.ad3,d2.ad2.u.au.d.ad.d2.ad2,46,44,2,46,44,2
u,b0_s042_336,511,S042.336/2025,B0 decay mode 554,d.ad3,ae3.e3,10,8,2,10,8,2
u,b0_s042_458,511,S042.458/2025,B0 decay mode 360,d.ad3,d.ad2.ad.d2.d.ad2.ad.d2.u.au.d.ad,70,68,2,70,68,2
u,b0_s042_520,511,S042.520/2025,B0 decay mode 560,d.ad3,u.au.d.ad.d2.ad2.ae2.e2,46,44,2,46,44,2
u,b0_s042_521,511,S042.521/2025,B0 decay mode 551,d.ad3,ae2.e2.ae2.e2,22,20,2,22,20,2
u,b0_s042_548,511,S042.548/2025,B0 decay mode 25,d.ad3,d.au.ae3.v3,22,20,2,22,20,2
u,b0_s042_614,511,S042.614/2025,B0 decay mode 581,d.ad3,d2.ad2.ae2.e2,22,20,2,22,20,2
u,b_plus_s041_184,521,S041.184/2025,B+ decay mode 41,u.ad3,ae3.v3,7,5,2,13,11,2
u,b_plus_s041_324,521,S041.324/2025,B+ decay mode 454,u.ad3,d.ad2.ad.d2.d.ad2.ad.d2.u.ad,55,53,2,61,59,2
u,b_plus_s041_595,521,S041.595/2025,B+ decay mode 667,u.ad3,u.ad2.ae2.e3,19,17,2,25,23,2
u,b_plus_s041_596,521,S041.596/2025,B+ decay mode 668,u.ad3,u.ad2.e2.ae3,19,17,2,25,23,2
u,b_plus_s041_729,521,S041.729/2025,B+ decay mode 45,u.ad3,ae2.e2.ae2.v2,19,17,2,25,23,2
u,p_s016_22,2212,S016.22/2025,p decay mode 4,P,ae.u.au.d.ad.d2.ad2,39,37,2,45,43,2
u,p_s016_42,2212,S016.42/2025,p decay mode 41,P,e2.u.ad.u.ad2,27,25,2,33,31,2
u,p_s016_45,2212,S016.45/2025,p decay mode 50,P,ae.ae2.e2,15,13,2,21,19,2
u,p_s016_46,2212,S016.46/2025,p decay mode 59,P,e.ae2.ae2,15,13,2,21,19,2
u,p_s016_50,2212,S016.50/2025,p decay mode 14,P,ae.d.ad2.ad.d2,27,25,2,33,31,2
u,p_s016_51,2212,S016.51/2025,p decay mode 15,P,ae.d.ad2.ad.d2,27,25,2,33,31,2
u,p_s016_83,2212,S016.83/2025,p decay mode 87,P,ae.u.au.d.ad.d2.ad2,39,37,2,45,43,2
u,phi_1680_0_m067_10,100333,M067.10/2025,phi(1680)0 decay mode 9,d2.ad2,u.au.d.ad.d2.ad2.d2.ad2,46,44,2,46,44,2
u,phi_1680_0_m067_9,100333,M067.9/2025,phi(1680)0 decay mode 4,d2.ad2,d.ad2.ad.d2.d.ad2.ad.d2,46,44,2,46,44,2
u,pbar_s016_17,-2212,S016.17/2025,pbar decay mode 57,aP,e2.e2.ae2,21,18,3,15,12,3
u,pbar_s016_23,-2212,S016.23/2025,pbar decay mode 5,aP,e2.u.au.d.ad.d2.ad2,45,42,3,39,36,3
u,pbar_s016_89,-2212,S016.89/2025,pbar decay mode 88,aP,e2.u.au.d.ad.d2.ad2,45,42,3,39,36,3
u,pbar_s016_90,-2212,S016.90/2025,pbar decay mode 90,aP,e2.d.ad2.ad.d2,33,30,3,27,24,3
u,pbar_s016_91,-2212,S016.91/2025,pbar decay mode 92,aP,e2.d.ad2.ad.d2,33,30,3,27,24,3
u,b_minus_s041_325,-521,S041.325/2025,B- decay mode 497,au.d3,au.d2.d2.ad2.d2.ad2,37,34,3,31,28,3
u,b_minus_s041_633,-521,S041.633/2025,B- decay mode 650,au.d3,d2.ad2.au.d2.e2.ae2,37,34,3,31,28,3
u,b_minus_s041_690,-521,S041.690/2025,B- decay mode 641,au.d3,au.d2.e3.ae3,25,22,3,19,16,3
u,bbar0_s042_345,-511,S042.345/2025,Bbar0 decay mode 399,ad.d3,d.ad2.d2.ad2.d2.ad2,34,31,3,34,31,3
u,k_minus_s010_117,-321,S010.117/2025,K- decay mode 35,au.d2,e2.av2.e2.ae2,26,23,3,20,17,3
u,tau_plus_s035_109,-15,S035.109/2025,tau+ decay mode 152,ae3,u.au.d.ad.d2.ad2.u.ad2.av3,49,46,3,55,52,3
u,tau_plus_s035_223,-15,S035.223/2025,tau+ decay mode 170,ae3,d2.ad2.u.ad2.av3,25,22,3,31,28,3
u,tau_plus_s035_227,-15,S035.227/2025,tau+ decay mode 235,ae3,ae2.u.au.d.ad.d2.ad2.u.au.d.ad.d2.ad2,73,70,3,79,76,3
u,tau_plus_s035_248,-15,S035.248/2025,tau+ decay mode 108,ae3,u.ad2.au.d2.u.ad2.av3,37,34,3,43,40,3
u,tau_plus_s035_266,-15,S035.266/2025,tau+ decay mode 154,ae3,u.au.d.ad.d2.ad2.u.ad2.u.au.d.ad.av3,73,70,3,79,76,3
u,tau_plus_s035_267,-15,S035.267/2025,tau+ decay mode 156,ae3,u.au.d.ad.d2.ad2.d.ad2.u.ad.av3,61,58,3,67,64,3
u,tau_plus_s035_296,-15,S035.296/2025,tau+ decay mode 110,ae3,u.ad2.au.d2.u.ad2.u.au.d.ad.av3,61,58,3,67,64,3
u,tau_plus_s035_310,-15,S035.310/2025,tau+ decay mode 157,ae3,u.au.d.ad.d2.ad2.d.ad2.u.ad.u.au.d.ad.av3,85,82,3,91,88,3
u,tau_minus_s035_109,15,S035.109/2025,tau- decay mode 152,e3,u.au.d.ad.d2.ad2.au.d2.v3,55,52,3,49,46,3
u,tau_minus_s035_223,15,S035.223/2025,tau- decay mode 170,e3,d2.ad2.au.d2.v3,31,28,3,25,22,3
u,tau_minus_s035_227,15,S035.227/2025,tau- decay mode 235,e3,e2.u.au.d.ad.d2.ad2.u.au.d.ad.d2.ad2,79,76,3,73,70,3
u,tau_minus_s035_248,15,S035.248/2025,tau- decay mode 108,e3,au.d2.u.ad2.au.d2.v3,43,40,3,37,34,3
u,tau_minus_s035_266,15,S035.266/2025,tau- decay mode 154,e3,u.au.d.ad.d2.ad2.au.d2.u.au.d.ad.v3,79,76,3,73,70,3
u,tau_minus_s035_267,15,S035.267/2025,tau- decay mode 156,e3,u.au.d.ad.d2.ad2.ad.d2.d.au.v3,67,64,3,61,58,3
u,tau_minus_s035_289,15,S035.289/2025,tau- decay mode 229,e3,e2.d.ad2.ad.d2.d.ad2.ad.d2,55,52,3,49,46,3
u,tau_minus_s035_296,15,S035.296/2025,tau- decay mode 110,e3,au.d2.u.ad2.au.d2.u.au.d.ad.v3,67,64,3,61,58,3
u,tau_minus_s035_310,15,S035.310/2025,tau- decay mode 157,e3,u.au.d.ad.d2.ad2.ad.d2.d.au.u.au.d.ad.v3,91,88,3,85,82,3
u,k_plus_s010_117,321,S010.117/2025,K+ decay mode 35,u.ad2,ae2.v2.ae2.e2,20,17,3,26,23,3
u,b0_s042_345,511,S042.345/2025,B0 decay mode 399,d.ad3,d.ad2.d2.ad2.d2.ad2,34,31,3,34,31,3
u,b_plus_s041_323,521,S041.323/2025,B+ decay mode 450,u.ad3,u.ad2.d.ad2.ad.d2.d.ad2.ad.d2,55,52,3,61,58,3
u,b_plus_s041_325,521,S041.325/2025,B+ decay mode 497,u.ad3,u.ad2.d2.ad2.d2.ad2,31,28,3,37,34,3
u,b_plus_s041_633,521,S041.633/2025,B+ decay mode 650,u.ad3,d2.ad2.u.ad2.ae2.e2,31,28,3,37,34,3
u,b_plus_s041_690,521,S041.690/2025,B+ decay mode 641,u.ad3,u.ad2.ae3.e3,19,16,3,25,22,3
u,p_s016_17,2212,S016.17/2025,p decay mode 57,P,ae2.ae2.e2,15,12,3,21,18,3
u,p_s016_23,2212,S016.23/2025,p decay mode 5,P,ae2.u.au.d.ad.d2.ad2,39,36,3,45,42,3
u,p_s016_52,2212,S016.52/2025,p decay mode 17,P,ae2.d.ad2.ad.d2,27,24,3,33,30,3
u,p_s016_53,2212,S016.53/2025,p decay mode 18,P,ae2.d.ad2.ad.d2,27,24,3,33,30,3
u,p_s016_89,2212,S016.89/2025,p decay mode 88,P,ae2.u.au.d.ad.d2.ad2,39,36,3,45,42,3
u,pbar_s016_192,-2212,S016.192/2025,pbar decay mode 77,aP,aN.e3.v3,33,29,4,27,23,4
u,b_minus_s041_138,-521,S041.138/2025,B- decay mode 29,au.d3,u.au.d.ad.e.av,43,39,4,37,33,4
u,b_minus_s041_16,-521,S041.16/2025,B- decay mode 519,au.d3,d.au.u.au.d.ad,43,39,4,37,33,4
u,b_minus_s041_182,-521,S041.182/2025,B- decay mode 39,au.d3,e.av,19,15,4,13,9,4
u,b_minus_s041_21,-521,S041.21/2025,B- decay mode 563,au.d3,aP.P.d.au,55,51,4,49,45,4
u,b_minus_s041_22,-521,S041.22/2025,B- decay mode 566,au.d3,aP.P.d.au.d.au.u.ad,79,75,4,73,69,4
u,b_minus_s041_234,-521,S041.234/2025,B- decay mode 43,au.d3,e.av.hp,25,21,4,19,15,4
u,b_minus_s041_319,-521,S041.319/2025,B- decay mode 38,au.d3,aP.P.e.av,55,51,4,49,45,4
u,b_minus_s041_63,-521,S041.63/2025,B- decay mode 520,au.d3,d.au.d.au.u.ad,43,39,4,37,33,4
