time,cycles,relative_tilt_rms,angle_im,angle_mo,angle_oi,maximum_radius,maximum_speed
0,0,0.00040824829046388699,0.0010000000000000586,0.0004999999999999999,0.00050000000000005877,1,0.78116970296435784
0.01,0.0012432701962040509,0.00040933125268268584,0.0010026498626931602,0.00049950587505458318,0.00050314590670334813,1.0000025140389197,0.78234880178331023
0.02,0.0024865403924081019,0.00041039752499896548,0.0010052534495367021,0.00049902336218328946,0.0005062374372933467,1.0000101847176701,0.78352565558374243
0.029999999999999999,0.0037298105886121521,0.00041145294163505479,0.0010078255608238116,0.00049856247620294635,0.00050927871042663337,1.0000232049282824,0.78470007737305258
0.040000000000000001,0.0049730807848162037,0.00041249204143231622,0.0010103532795129307,0.00049811804110105179,0.00051226148197196491,1.0000417676991447,0.78587189354726761
0.050000000000000003,0.0062163509810202544,0.00041351689905637807,0.0010128422137921764,0.0004976959657882451,0.00051518482881922486,1.0000660662381986,0.78704090739577837
0.060000000000000005,0.0074596211772243052,0.00041452299791918572,0.0010152815819355044,0.00049728672146324645,0.00051804736103377503,1.0000962936789894,0.78820693165692501
0.070000000000000007,0.0087028913734283567,0.00041550722661507574,0.0010176644815825676,0.00049689962570383681,0.00052083208736102135,1.0001326432273241,0.78936977805583852
0.080000000000000002,0.0099461615696324075,0.00041647262886405277,0.0010199987815213084,0.00049653563517358125,0.00052354551285846158,1.0001753080320182,0.79052926058369555
0.089999999999999997,0.011189431765836456,0.00041741057959264168,0.0010222636797183563,0.00049618522959875354,0.00052617631518294685,1.0002244813729508,0.79168519402884141
0.099999999999999992,0.012432701962040507,0.0004183273384341728,0.0010244751964404416,0.00049586275605032805,0.00052872540867000329,1.00028035645111,0.79283738440745233
0.10999999999999999,0.013675972158244558,0.00041922264445765615,0.0010266329604000902,0.00049556591186689048,0.00053119471218218825,1.0003431263084794,0.79398563603578642
0.11999999999999998,0.014919242354448607,0.00042009125262777128,0.0010287246076919627,0.00049529267808837228,0.00053357360258018277,1.0004129839725082,0.79512977112835037
0.12999999999999998,0.016162512550652659,0.00042092652332800616,0.0010307341198353807,0.00049503672100902844,0.00053585264898928578,1.0004901223781262,0.79626958793032521
0.13999999999999999,0.01740578274685671,0.00042173921473225316,0.001032688238905081,0.00049480837109907195,0.0005380477342245794,1.000574734229783,0.79740489770768075
0.14999999999999999,0.018649052943060761,0.00042252239526797898,0.0010345706199823717,0.00049461033211155314,0.00054013963209961053,1.0006670121222716,0.79853550323324674
0.16,0.019892323139264815,0.00042328163954242907,0.0010363948683320768,0.00049444170602981694,0.00054214314862110308,1.0007671483106595,0.79966120992952738
0.17000000000000001,0.021135593335468866,0.00042400530578249511,0.0010381332861927415,0.0004943052639885244,0.00054402764642732951,1.0008753348974078,0.80078182922111063
0.18000000000000002,0.022378863531672916,0.00042469494107252859,0.0010397896899544115,0.00049419918369358092,0.00054579914277552179,1.0009917637961552,0.8018971704691874
0.19000000000000003,0.023622133727876971,0.00042534937919590205,0.0010413610344844251,0.00049411524705025368,0.00054746339414708627,1.0011166265665778,0.80300703413177177
0.20000000000000004,0.024865403924081021,0.0004259666385644323,0.0010428430428898283,0.00049406262018143179,0.00054900702159870157,1.0012501144897774,0.80411122383616129
0.21000000000000005,0.026108674120285072,0.00042655274819883174,0.001044250500052715,0.00049404713635325785,0.00055043940916742467,1.0013924184290113,0.80520954304868186
0.22000000000000006,0.027351944316489126,0.00042710123833781692,0.0010455681624804134,0.00049407758252883603,0.00055173704801931027,1.0015437288441236,0.80630179578026162
0.23000000000000007,0.028595214512693177,0.00042760958688139696,0.0010467894359435913,0.00049414285470350528,0.00055290536719973971,1.0017042358136243,0.80738778545203693
0.24000000000000007,0.029838484708897228,0.00042807860040339359,0.0010479162524075923,0.00049424664750165597,0.00055394347408680268,1.0018741288876907,0.8084673182858868
0.25000000000000006,0.031081754905101278,0.00042850891287533324,0.0010489498776530902,0.00049438930735992335,0.00055485346053002363,1.0020535973243683,0.80954020027024387
0.26000000000000006,0.032325025101305332,0.00042890027489041232,0.0010498897445834136,0.00049457716107061773,0.00055562934423547441,1.0022428297399555,0.81060622745601596
0.27000000000000007,0.033568295297509383,0.00042924897470340487,0.0010507262646949366,0.00049480631053526783,0.00055626717707412949,1.0024420143098678,0.81166521060252805
0.27500000000000008,0.034189930395611405,0.00042940718622164024,0.0010511057497757006,0.00049494873689119459,0.0005565224477479334,1.002545397260125,0.81219199416688204
0.27750000000000008,0.034500747944662423,0.00042948264424618886,0.0010512865496943755,0.00049502359281060652,0.00055663840001464134,1.0025980466268629,0.81245470034201439
