radius,s_spread,circular_s,perturbed_s
3.8139349966555076,0.002373886306593409,0.2881287180568475,0.28575483175025407
3.879847322903015,0.0020010626323622716,0.292578523022514,0.29057746039015175
3.9457596491505216,0.0018017922028316646,0.2952066988142543,0.29340490661142266
4.011671975398029,0.00167225331838744,0.29682585519598,0.29515360187759254
4.077584301645536,0.0015803857650025788,0.2977987088708902,0.29621832310588764
4.143496627893043,0.001511539457748512,0.2983227570413034,0.2968112175835549
4.2094089541405495,0.0014579272386683328,0.2985187955435588,0.2970608683048905
4.275321280388057,0.0014150135036413158,0.2984666302346767,0.29705161673103536
4.341233606635564,0.0013799407870526692,0.29822194264837026,0.2968420018613176
4.407145932883071,0.0013508295371159051,0.2978252119519296,0.2964743824148137
4.473058259130578,0.0013263578840472245,0.2973067848200106,0.2959804269359634
4.538970585378085,0.0013055881327649344,0.29669000043002675,0.2953844122972618
4.604882911625592,0.001287823930591403,0.29599316336315645,0.29470533943256505
4.670795237873099,0.0012725370141562498,0.2952308743205687,0.29395833730641246
4.736707564120606,0.0012593271412164597,0.29441493588597334,0.2931556087447569
4.802619890368113,0.0012478655167129094,0.2935549959259908,0.2923071304092779
4.86853221661562,0.001237902820718173,0.29265902944697897,0.2914211266262608
4.934444542863127,0.0012292292454533227,0.2917336715478863,0.290504442302433
5.000356869110634,0.0012216755253716682,0.29078448961078734,0.2895628140854157
5.066269195358141,0.0012150982819018608,0.28981617740153587,0.288601079119634
5.1321815216056486,0.0012093819149764928,0.28883272037370267,0.2876233384587262
5.198093847853155,0.001204425778222884,0.2878375111877043,0.2866330854094814
5.264006174100662,0.0012001454789581367,0.2868334521598912,0.28563330668093306
5.329918500348169,0.0011964674623728966,0.2858230334017538,0.2846265659393809
5.3958308265956765,0.0011933296195485443,0.284808397419716,0.28361506780016743
5.461743152843184,0.0011906772280501632,0.2837913911978925,0.2826007139698423
5.52765547909069,0.0011884628668240027,0.2827736101011262,0.2815851472343022
5.593567805338197,0.0011866449830470471,0.2817564339211272,0.28056978893808016
5.659480131585704,0.001185186698488716,0.2807410566464276,0.2795558699479389
5.725392457833212,0.0011840559202084266,0.2797285126834538,0.27854445676324535
5.791304784080719,0.00118322319023495,0.27871969684947756,0.2775364736592426
5.857217110328225,0.0011826637556779929,0.2777153845736295,0.2765327208179515
5.923129436575732,0.0011823536116594147,0.2767162450467597,0.27553389143510026
5.9890417628232395,0.0011822725523405464,0.27572285632033366,0.2745405837679931
6.054954089070746,0.001182402374033109,0.2747357168251935,0.2735533144511604
6.120866415318254,0.0011827259131653167,0.2737552533343975,0.27257252742123217
6.18677874156576,0.0011832286193363406,0.27278183220841457,0.2715986035890782
6.252691067813268,0.0011838953019268628,0.27181576335674024,0.2706318680548134
6.318603394060775,0.0011847152011291717,0.27085731083705317,0.269672595635924
6.384515720308281,0.0011856758354561459,0.2699066954696362,0.26872101963418005
6.450428046555789,0.0011867668247749208,0.2689640997608182,0.2677773329360433
6.516340372803295,0.0011879797234898293,0.26802967508317255,0.2668416953596827
6.5822526990508035,0.0011893038274879975,0.2671035417001032,0.2659142378726152
6.64816502529831,0.0011907327462284956,0.266185794876521,0.2649950621302925
6.714077351545816,0.0011922583844540813,0.26527650676113484,0.26408424837668076
6.779989677793324,0.0011938745489027958,0.2643757300554316,0.2631818555065288
6.8459020040408305,0.0011955742618475762,0.2634834976257518,0.2622879233639042
6.911814330288338,0.00119735248529379,0.2625998276500403,0.2614024751647465
6.977726656535845,0.0011992026407989798,0.2617247241972835,0.2605255215564845
7.043638982783352,0.0012011208496118253,0.2608581784575093,0.2596570576078975
7.109551309030859,0.001203101786455052,0.26000017024452365,0.2587970684580686
7.175463635278366,0.0012051422178442905,0.2591506713049652,0.25794552908712093
7.241375961525873,0.0012072365935423823,0.25830964188051886,0.2571024052869765
7.30728828777338,0.0012093836439796557,0.25747703840519726,0.2562676547612176
7.373200614020886,0.001211576814736548,0.2566528071455014,0.2554412303307649
7.439112940268394,0.0012138155139871376,0.25583689027141926,0.2546230747574321
7.505025266515901,0.0012160943824806592,0.25502922466497074,0.2538131302824901
7.570937592763409,0.0012184121685586136,0.2542297426131627,0.2530113304446041
7.636849919010915,0.0012207660788496888,0.2534383728737965,0.2522176067949468
7.7027622452584215,0.0012231540384042838,0.2526550412885009,0.25143188725009663
7.7686745715059295,0.0012255722638954691,0.25187966886874813,0.25065409660485266
7.834586897753436,0.001228020237119376,0.25111217723169726,0.2498841569945779
7.900499224000942,0.0012304944015692765,0.25035248271155985,0.24912198830999058
7.96641155024845,0.0012329949611308566,0.2496005035302886,0.24836750856915774
8.032323876495957,0.0012355177067777667,0.24885615336442304,0.24762063565764528
8.098236202743465,0.001238062188926553,0.24811934620369014,0.24688128401476359
8.164148528990971,0.001240626711441789,0.24738999526472383,0.24614936855328204
8.230060855238477,0.0012432096657397085,0.2466680130708637,0.245424803405124
8.295973181485985,0.0012458097660150713,0.24595331166329623,0.24470750189728116
8.361885507733492,0.0012484263254745054,0.24524580279091077,0.24399737646543626
8.427797833981,0.0012510566232649678,0.2445453980780257,0.24329434145476073
8.493710160228506,0.0012537004958333708,0.24385200917679317,0.2425983086809598
8.559622486476014,0.0012563566972758344,0.24316554790111383,0.241909191203838
8.62553481272352,0.0012590239443251994,0.2424859263460404,0.2412269024017152
8.691447138971029,0.0012617016051053587,0.24181305756115676,0.2405513559560514
8.757359465218535,0.0012643888338140508,0.24114685478348694,0.23988246594967289
8.823271791466041,0.0012670837983143057,0.2404872308307658,0.2392201470324515
8.88918411771355,0.0012697865543212783,0.2398341007078859,0.23856431415356463
8.955096443961056,0.0012724961555241887,0.23918737936206796,0.23791488320654378
9.021008770208564,0.0012752111763071061,0.23854698187952084,0.23727177070321373
9.08692109645607,0.0012779321911328134,0.2379128260219771,0.2366348938308443
9.152833422703576,0.001280657125802498,0.23728482773619275,0.23600417061039025
9.218745748951084,0.0012833868338801568,0.23666290673238313,0.23537951989850298
9.28465807519859,0.0012861194965210487,0.23604698091773116,0.2347608614212101
9.350570401446099,0.001288855420184476,0.23543697122487453,0.23414811580469005
9.416482727693605,0.0012915934434775678,0.23483279840351956,0.233541204960042
9.482395053941111,0.0012943324454479654,0.23423438401195365,0.23294005156650568
9.54830738018862,0.0012970737579022784,0.23364165233546114,0.23234457857755886
9.614219706436126,0.0012998156710808673,0.23305452608728336,0.2317547104162025
9.680132032683632,0.0013025575086265673,0.23247293057994597,0.2311703730713194
9.74604435893114,0.001305299730466003,0.23189679260111098,0.23059149287064498
9.811956685178647,0.0013080415070619855,0.23132603823452957,0.2300179967274676
9.877869011426153,0.0013107821698999933,0.23076059558337955,0.22944981341347956
9.943781337673661,0.0013135219185114455,0.23020039466454678,0.22888687274603534
10.009693663921167,0.0013162603874572187,0.2296453647284479,0.22832910434099069
10.075605990168675,0.0013189967235607003,0.22909543681306513,0.22777644008950443
10.141518316416182,0.0013217306299562193,0.22855054323765386,0.22722881260769764
10.207430642663688,0.0013244630390502332,0.22801061760781605,0.2266861545687658
10.273342968911196,0.001327192205882649,0.22747559334963166,0.226148401143749
10.339255295158702,0.0013299182867473058,0.22694540557596501,0.2256154872892177
10.40516762140621,0.0013326415899792,0.2264199905047542,0.225087348914775
