radius,s_spread,circular_s,log-spiral-in_s,log-spiral-out_s,perturbed_s
4.4066672371587545,0.138814082977084,0.29782856242177763,0.37734263854560757,0.23852855556852356,0.29647754338079235
4.449168664616588,0.1386602875655972,0.29750715024299484,0.3766095540137485,0.23794926644815131,0.296172392788922
4.491670092074422,0.13850428207137763,0.29714171494481956,0.3758758702686956,0.237371588197318,0.2958215607758374
4.534171519532255,0.13834752495968944,0.29673780766424884,0.37514233502965627,0.23679481006996683,0.29543081478657507
4.576672946990088,0.1381913036775762,0.29630019526434737,0.37440961335457795,0.23621830967700175,0.29500509864269325
4.619174374447922,0.13803674791035794,0.29583299434478993,0.3736782964167305,0.23564154850637256,0.2945486779277907
4.661675801905756,0.13788484163688214,0.2953397829786239,0.37294890875085857,0.23506406711397643,0.2940652605421404
4.704177229363589,0.1377364400931807,0.2948236882187508,0.37222192011273386,0.23448548001955316,0.29355807891953467
4.746678656821422,0.13759227349423103,0.29428745682233814,0.3714977437535689,0.2339054702593379,0.29302996884455224
4.7891800842792565,0.1374529646206474,0.2937335038305861,0.3707767486525658,0.23332378403191842,0.29248343021021717
4.83168151173709,0.13731903642007867,0.29316397363670427,0.3700592617450037,0.23274022532492503,0.29192067052253623
4.874182939194923,0.13719092162118504,0.2925807637548559,0.3693455719262764,0.23215465030509133,0.2913436524231339
4.916684366652756,0.13706897422584208,0.291985570225362,0.3686359345653124,0.23156696033947033,0.29075412066039563
4.95918579411059,0.136953483763429,0.29137990472696373,0.3679305774228749,0.23097709365944588,0.29015363371755387
5.001687221568424,0.13684467081094306,0.2907651200401237,0.36722969406124906,0.230385023250306,0.28954358678127895
5.044188649026257,0.13674270972147137,0.29014243175266036,0.36653346225853517,0.2297907525370638,0.2889252316268895
5.086690076484091,0.1366477193835908,0.2895129341579951,0.3658420306919526,0.2291943113083618,0.28829969365917935
5.129191503941924,0.13655977841231065,0.2888776115009076,0.3651555303079483,0.22859575189563763,0.2876679872184662
5.1716929313997575,0.1364789287793925,0.288237353259007,0.3644740746542649,0.2279951458748724,0.28703102769108774
5.214194358857592,0.13640517960608786,0.2875929630748507,0.36379776054073,0.22739258093464212,0.2863896420396534
5.256695786315425,0.13633851149445897,0.286945168915309,0.3631266695960861,0.2267881581016271,0.28574457962408134
5.299197213773258,0.13627888044773748,0.2862946302127598,0.3624608696879588,0.22618198924022134,0.2850965192780057
5.341698641231091,0.13622622132106055,0.28564194582466,0.3618004162194581,0.22557419489839753,0.2844460771315765
5.3842000686889255,0.13618045727855171,0.2849876594719698,0.361145359705662,0.22496490242711026,0.2837938128767129
5.426701496146759,0.13614148509601326,0.2843322652348222,0.36049572910453503,0.22435424400852177,0.28314023531988297
5.469202923604592,0.13610919900017668,0.2836762130223372,0.3598515546282978,0.22374235562812114,0.2824858076192874
5.511704351062425,0.1360834765367995,0.2830199120841817,0.35921285188207475,0.22312937534527524,0.2818309511707882
5.554205778520259,0.13606419332855443,0.28236373517325636,0.3585796356549207,0.22251544232636625,0.28117605010781194
5.596707205978093,0.13605120993615263,0.2817080220019593,0.3579519058098639,0.22190069587371128,0.2805214543192647
5.639208633435926,0.13604438716767034,0.2810530819214539,0.35732966177786135,0.221285274610191,0.27986748297826447
5.68171006089376,0.13604358428134283,0.28039919705639643,0.35671290000805794,0.2206693157267151,0.2792144266747193
5.724211488351593,0.13604865040414893,0.2797466244421267,0.3561016047870494,0.22005295438290046,0.2785625509222264
5.766712915809427,0.1360594367577343,0.27909559804248835,0.3554957599508021,0.21943632319306783,0.2779120973186178
5.809214343267261,0.136075793297128,0.27844633193511553,0.3548953451705394,0.2188195518734114,0.2772632866066443
5.851715770725094,0.13609756954218952,0.2777990197528995,0.35430033637041114,0.21820276682822162,0.2766163192724068
5.894217198182927,0.1361246151697544,0.27715383858929066,0.35371070610750377,0.21758609093774936,0.27597137837295854
5.936718625640761,0.1361567805816628,0.276510949377351,0.35312642391960214,0.21696964333793933,0.275328630291077
5.979220053098595,0.13619391741408413,0.27587049814997733,0.3525474566426815,0.21635353922859737,0.2746882267915422
6.021721480556428,0.13623588286867233,0.2752326175231826,0.351973772688514,0.21573788981984166,0.2740503056429238
6.064222908014262,0.13628252895114853,0.27459742842099466,0.35140533115149447,0.21512280220034594,0.27341499169804645
6.106724335472094,0.13633371300025116,0.2739650390985214,0.35084209236111225,0.2145083793608611,0.2727823978873984
6.1492257629299285,0.13638929681069145,0.2733355480605094,0.35028401694903416,0.2138947201383427,0.2721526269274876
6.191727190387762,0.136449145918798,0.27270904433460924,0.34973106513579344,0.21328191921699544,0.27152577142526546
6.234228617845595,0.13651312136057225,0.27208560788398045,0.34918318851765895,0.2126700671570867,0.27090191520295387
6.276730045303429,0.13658109749694758,0.2714653102901458,0.34864034811635225,0.21205925061940467,0.27028113283083727
6.319231472761262,0.13665294196164163,0.2708482153869231,0.34810249404166943,0.2114495520800278,0.26966349176137827
6.361732900219096,0.13672853326545575,0.2702343802846772,0.34756958348770395,0.2108410502222482,0.2690490521262191
6.40423432767693,0.13680774637675547,0.2696238564784412,0.34704156628228167,0.2102338199055262,0.2684378672817748
6.446735755134763,0.13689046711789127,0.26901668764883563,0.3465183993574065,0.20962793223951526,0.26782998496307386
6.489237182592596,0.13697657475426722,0.268412913288869,0.3460000294332396,0.20902345467897238,0.2672254470612134
6.53173861005043,0.13706596254703474,0.26781256832127465,0.3454864138160575,0.20842045126902276,0.26662428913813596
6.574240037508264,0.13715851803289586,0.2672156813490517,0.34497750051253523,0.20781898247963937,0.26602654424009964
6.616741464966097,0.13725413423399574,0.2666222775821059,0.3444732398662427,0.20721910563224694,0.2654322386245237
6.659242892423931,0.13735271200770205,0.26603237810296676,0.3439735866883434,0.20662087468064133,0.2648413953681284
6.701744319881764,0.13745414958861915,0.265446000174676,0.34347849021324994,0.2060243406246308,0.26425403399352126
